question,create_table,sql,table_name
Who is the director of the episode at entry number 13? ,"CREATE TABLE 1-15026994-3 (
  ""_"" TEXT,
  ""Episode"" TEXT,
  ""Writer"" TEXT,
  ""Director"" TEXT,
  ""Original_air_date"" TEXT,
  ""Viewing_figure"" TEXT
);","SELECT ""Director"" FROM 1-15026994-3 WHERE ""_"" = 13",1-15026994-3
What FCC info is listed for the ERP W of 2?,"CREATE TABLE 2-14123212-1 (
  ""Call_sign"" TEXT,
  ""Frequency_MHz"" TEXT,
  ""City_of_license"" TEXT,
  ""ERP_W"" TEXT,
  ""Class"" TEXT,
  ""FCC_info"" TEXT
);","SELECT ""FCC_info"" FROM 2-14123212-1 WHERE ""ERP_W"" = 2",2-14123212-1
What is the long for the player with 26 carries?,"CREATE TABLE 2-11783481-3 (
  ""Player"" TEXT,
  ""Car_"" TEXT,
  ""Yards"" TEXT,
  ""Avg_"" TEXT,
  ""TD_s"" TEXT,
  ""Long"" TEXT
);","SELECT ""Long"" FROM 2-11783481-3 WHERE ""Car_"" = 26",2-11783481-3
"How many total goals conceded are there when the points are greater than 58, less than 27 wins, and less than 1 draws?","CREATE TABLE 2-18018214-2 (
  ""Position"" TEXT,
  ""Club"" TEXT,
  ""Games_played"" TEXT,
  ""Wins"" TEXT,
  ""Draws"" TEXT,
  ""Loses"" TEXT,
  ""Goals_scored"" TEXT,
  ""Goals_conceded"" TEXT,
  ""Points"" TEXT
);","SELECT SUM(""Goals_conceded"") FROM 2-18018214-2 WHERE ""Points"" > 58 AND ""Wins"" < 27 AND ""Draws"" < 1",2-18018214-2
Can you tell me the Overall Record that has the Week of 3?,"CREATE TABLE 2-15947181-2 (
  ""Week"" TEXT,
  ""Home_Team"" TEXT,
  ""Away_Team"" TEXT,
  ""Overall_Record"" TEXT,
  ""Divisional_Record"" TEXT
);","SELECT ""Overall_Record"" FROM 2-15947181-2 WHERE ""Week"" = 3",2-15947181-2
"Which MLS Cup has another larger than 9, and a Total smaller than 72?","CREATE TABLE 2-17984330-1 (
  ""Name"" TEXT,
  ""Years"" TEXT,
  ""MLS_Cup"" TEXT,
  ""U_S__Open_Cup"" TEXT,
  ""CONCACAF"" TEXT,
  ""Other"" TEXT,
  ""Total"" TEXT
);","SELECT AVG(""MLS_Cup"") FROM 2-17984330-1 WHERE ""Other"" > 9 AND ""Total"" < 72",2-17984330-1
Who had the high assists in the game less than 19?,"CREATE TABLE 2-17121262-6 (
  ""Game"" TEXT,
  ""Date"" TEXT,
  ""Team"" TEXT,
  ""Score"" TEXT,
  ""High_points"" TEXT,
  ""High_rebounds"" TEXT,
  ""High_assists"" TEXT,
  ""Location_Attendance"" TEXT,
  ""Record"" TEXT
);","SELECT ""High_assists"" FROM 2-17121262-6 WHERE ""Game"" < 19",2-17121262-6
Name the number of records for 30 game,"CREATE TABLE 1-23285805-5 (
  ""Game"" TEXT,
  ""Date"" TEXT,
  ""Team"" TEXT,
  ""Score"" TEXT,
  ""High_points"" TEXT,
  ""High_rebounds"" TEXT,
  ""High_assists"" TEXT,
  ""Location_Attendance"" TEXT,
  ""Record"" TEXT
);","SELECT COUNT(""Record"") FROM 1-23285805-5 WHERE ""Game"" = 30",1-23285805-5
What is the fewest points opponents have scored when the Cowboys score 36?,"CREATE TABLE 1-22801331-1 (
  ""Game"" TEXT,
  ""Date"" TEXT,
  ""Opponent"" TEXT,
  ""Result"" TEXT,
  ""Cowboys_points"" TEXT,
  ""Opponents"" TEXT,
  ""Record"" TEXT
);","SELECT MIN(""Opponents"") FROM 1-22801331-1 WHERE ""Cowboys_points"" = 36",1-22801331-1
Name the most high schools for 31851,"CREATE TABLE 1-2367847-2 (
  ""Year"" TEXT,
  ""District_wide"" TEXT,
  ""High_schools"" TEXT,
  ""Middle_schools"" TEXT,
  ""Elementary_schools"" TEXT,
  ""Other_programs___adjustments"" TEXT
);","SELECT MAX(""High_schools"") FROM 1-2367847-2 WHERE ""District_wide"" = 31851",1-2367847-2
How many bronzes were held by those with a total of 4 and less than 3 silvers.,"CREATE TABLE 2-10139127-3 (
  ""Rank"" TEXT,
  ""Nation"" TEXT,
  ""Gold"" TEXT,
  ""Silver"" TEXT,
  ""Bronze"" TEXT,
  ""Total"" TEXT
);","SELECT SUM(""Bronze"") FROM 2-10139127-3 WHERE ""Total"" = 4 AND ""Silver"" < 3",2-10139127-3
what is the average points when position is more than 5 and played is less than 10?,"CREATE TABLE 2-16501954-16 (
  ""Position"" TEXT,
  ""Name"" TEXT,
  ""Played"" TEXT,
  ""Drawn"" TEXT,
  ""Lost"" TEXT,
  ""Points"" TEXT
);","SELECT AVG(""Points"") FROM 2-16501954-16 WHERE ""Position"" > 5 AND ""Played"" < 10",2-16501954-16
Tell me the total number of positions with goal difference more than -17 and played less than 38,"CREATE TABLE 2-12107080-2 (
  ""Position"" TEXT,
  ""Club"" TEXT,
  ""Played"" TEXT,
  ""Points"" TEXT,
  ""Wins"" TEXT,
  ""Draws"" TEXT,
  ""Losses"" TEXT,
  ""Goals_for"" TEXT,
  ""Goals_against"" TEXT,
  ""Goal_Difference"" TEXT
);","SELECT COUNT(""Position"") FROM 2-12107080-2 WHERE ""Goal_Difference"" > -17 AND ""Played"" < 38",2-12107080-2
What is the total rank for the lane before 2?,"CREATE TABLE 2-18569105-10 (
  ""Rank"" TEXT,
  ""Lane"" TEXT,
  ""Athlete"" TEXT,
  ""Nationality"" TEXT,
  ""Time"" TEXT,
  ""React"" TEXT
);","SELECT SUM(""Rank"") FROM 2-18569105-10 WHERE ""Lane"" < 2",2-18569105-10
Name the high rebounds for 81 game,"CREATE TABLE 1-27723228-12 (
  ""Game"" TEXT,
  ""Date"" TEXT,
  ""Team"" TEXT,
  ""Score"" TEXT,
  ""High_points"" TEXT,
  ""High_rebounds"" TEXT,
  ""High_assists"" TEXT,
  ""Location_Attendance"" TEXT,
  ""Record"" TEXT
);","SELECT ""High_rebounds"" FROM 1-27723228-12 WHERE ""Game"" = 81",1-27723228-12
What is the evening gown score where the interview score is 9.22 and the preliminaries are larger than 9.057?,"CREATE TABLE 2-11970261-2 (
  ""Country"" TEXT,
  ""Preliminaries"" TEXT,
  ""Interview"" TEXT,
  ""Swimsuit"" TEXT,
  ""Evening_Gown"" TEXT,
  ""Average"" TEXT
);","SELECT SUM(""Evening_Gown"") FROM 2-11970261-2 WHERE ""Interview"" = 9.22 AND ""Preliminaries"" > 9.057",2-11970261-2
Events smaller than 1 had what highest cuts made?,"CREATE TABLE 2-13965339-3 (
  ""Tournament"" TEXT,
  ""Wins"" TEXT,
  ""Top_25"" TEXT,
  ""Events"" TEXT,
  ""Cuts_made"" TEXT
);","SELECT MAX(""Cuts_made"") FROM 2-13965339-3 WHERE ""Events"" < 1",2-13965339-3
What is the production number for episode 23?,"CREATE TABLE 1-2370579-1 (
  ""Episode__"" TEXT,
  ""Prod__"" TEXT,
  ""Title"" TEXT,
  ""Directed_by"" TEXT,
  ""Written_by"" TEXT,
  ""Originalairdate"" TEXT,
  ""Filmed"" TEXT
);","SELECT MIN(""Prod__"") FROM 1-2370579-1 WHERE ""Episode__"" = 23",1-2370579-1
What was the score for a goal of 6?,"CREATE TABLE 2-15316394-1 (
  ""Goal"" TEXT,
  ""Date"" TEXT,
  ""Venue"" TEXT,
  ""Score"" TEXT,
  ""Result"" TEXT,
  ""Competition"" TEXT
);","SELECT ""Score"" FROM 2-15316394-1 WHERE ""Goal"" = 6",2-15316394-1
What is the average number of bronze medals when the team's silver are more than 1 but the total medals are less than 9?,"CREATE TABLE 2-182153-1 (
  ""Rank"" TEXT,
  ""Nation"" TEXT,
  ""Gold"" TEXT,
  ""Silver"" TEXT,
  ""Bronze"" TEXT,
  ""Total"" TEXT
);","SELECT AVG(""Bronze"") FROM 2-182153-1 WHERE ""Silver"" > 1 AND ""Total"" < 9",2-182153-1
"Which Played has a Points of 2, and a Position smaller than 8?","CREATE TABLE 2-15358573-1 (
  ""Position"" TEXT,
  ""Team"" TEXT,
  ""Points"" TEXT,
  ""Played"" TEXT,
  ""Drawn"" TEXT,
  ""Lost"" TEXT,
  ""Against"" TEXT,
  ""Difference"" TEXT
);","SELECT AVG(""Played"") FROM 2-15358573-1 WHERE ""Points"" = 2 AND ""Position"" < 8",2-15358573-1
Tell me the date for goal of 5,"CREATE TABLE 2-1007636-2 (
  ""Goal"" TEXT,
  ""Date"" TEXT,
  ""Score"" TEXT,
  ""Result"" TEXT,
  ""Competition"" TEXT
);","SELECT ""Date"" FROM 2-1007636-2 WHERE ""Goal"" = 5",2-1007636-2
"Failures larger than 0, and a Successes of 1 has what lowest partial failures?","CREATE TABLE 2-13894411-5 (
  ""Country"" TEXT,
  ""Launches"" TEXT,
  ""Successes"" TEXT,
  ""Failures"" TEXT,
  ""Partial_failures"" TEXT
);","SELECT MIN(""Partial_failures"") FROM 2-13894411-5 WHERE ""Failures"" > 0 AND ""Successes"" = 1",2-13894411-5
How many draws have less than 35 losses with 136 matches and less than 146 against?,"CREATE TABLE 2-17639363-13 (
  ""Matches"" TEXT,
  ""Wins"" TEXT,
  ""Draw"" TEXT,
  ""Losses"" TEXT,
  ""Against"" TEXT
);","SELECT AVG(""Draw"") FROM 2-17639363-13 WHERE ""Losses"" < 35 AND ""Matches"" = 136 AND ""Against"" < 146",2-17639363-13
List the record from the game where Wildcats had 48 points.,"CREATE TABLE 1-24561550-1 (
  ""Game"" TEXT,
  ""Date"" TEXT,
  ""Opponent"" TEXT,
  ""Result"" TEXT,
  ""Wildcats_points"" TEXT,
  ""Opponents"" TEXT,
  ""Record"" TEXT
);","SELECT ""Record"" FROM 1-24561550-1 WHERE ""Wildcats_points"" = 48",1-24561550-1
"What is the average December, when Game is ""36""?","CREATE TABLE 2-17324893-4 (
  ""Game"" TEXT,
  ""December"" TEXT,
  ""Opponent"" TEXT,
  ""Score"" TEXT,
  ""Record"" TEXT
);","SELECT AVG(""December"") FROM 2-17324893-4 WHERE ""Game"" = 36",2-17324893-4
What is the highest place a player with 4 long and less than 2 TDs has?,"CREATE TABLE 2-11486671-4 (
  ""Place"" TEXT,
  ""Player_Name"" TEXT,
  ""Yards"" TEXT,
  ""TD_s"" TEXT,
  ""Long"" TEXT
);","SELECT MIN(""Place"") FROM 2-11486671-4 WHERE ""Long"" = 4 AND ""TD_s"" < 2",2-11486671-4
"What is the highest 2007 value with a 1985 value greater than 52, a 1987 value greater than 130, and a 1990 less than 1990?","CREATE TABLE 2-1586335-4 (
  ""Party"" TEXT,
  ""_1985"" TEXT,
  ""_1987"" TEXT,
  ""_1990"" TEXT,
  ""_1995"" TEXT,
  ""_1999"" TEXT,
  ""_2003"" TEXT,
  ""_2007"" TEXT,
  ""_2011"" TEXT
);","SELECT MAX(""_2007"") FROM 2-1586335-4 WHERE ""_1985"" > 52 AND ""_1987"" > 130 AND ""_1990"" < 1990",2-1586335-4
Which Player has a Round larger than 8?,"CREATE TABLE 2-18991157-1 (
  ""Round"" TEXT,
  ""Pick"" TEXT,
  ""Player"" TEXT,
  ""Nationality"" TEXT,
  ""College_Junior_Club_Team"" TEXT
);","SELECT ""Player"" FROM 2-18991157-1 WHERE ""Round"" > 8",2-18991157-1
How many ends were lost by the country whose points for (PF) was 87?,"CREATE TABLE 1-1644857-2 (
  ""Country"" TEXT,
  ""Skip"" TEXT,
  ""W"" TEXT,
  ""L"" TEXT,
  ""PF"" TEXT,
  ""PA"" TEXT,
  ""Ends_Won"" TEXT,
  ""Ends_Lost"" TEXT,
  ""Blank_Ends"" TEXT,
  ""Stolen_Ends"" TEXT,
  ""Shot__"" TEXT
);","SELECT MAX(""Ends_Lost"") FROM 1-1644857-2 WHERE ""PF"" = 87",1-1644857-2
What is the time/retired of the one with grid of 16?,"CREATE TABLE 2-17177268-1 (
  ""Rider"" TEXT,
  ""Manufacturer"" TEXT,
  ""Laps"" TEXT,
  ""Time_Retired"" TEXT,
  ""Grid"" TEXT
);","SELECT ""Time_Retired"" FROM 2-17177268-1 WHERE ""Grid"" = 16",2-17177268-1
"If the goals scored were below 6, 11 games were played, and there were 7 assists, what's the sum of points with games meeting these criteria?","CREATE TABLE 2-16910280-7 (
  ""Player"" TEXT,
  ""Club"" TEXT,
  ""Games"" TEXT,
  ""Goals"" TEXT,
  ""Assists"" TEXT,
  ""Points"" TEXT
);","SELECT SUM(""Points"") FROM 2-16910280-7 WHERE ""Assists"" = 7 AND ""Games"" = 11 AND ""Goals"" < 6",2-16910280-7
What Record has a Year that's larger than 2012?,"CREATE TABLE 2-14609295-5 (
  ""Year"" TEXT,
  ""Record"" TEXT,
  ""Seed"" TEXT,
  ""Region"" TEXT,
  ""Results"" TEXT
);","SELECT ""Record"" FROM 2-14609295-5 WHERE ""Year"" > 2012",2-14609295-5
Which Event has a Year of 1986?,"CREATE TABLE 2-15671752-1 (
  ""Year"" TEXT,
  ""Competition"" TEXT,
  ""Venue"" TEXT,
  ""Position"" TEXT,
  ""Event"" TEXT,
  ""Notes"" TEXT
);","SELECT ""Event"" FROM 2-15671752-1 WHERE ""Year"" = 1986",2-15671752-1
What are the names of those who made less than 3 wins in 15 matches?,"CREATE TABLE 2-1092723-5 (
  ""Name"" TEXT,
  ""Period"" TEXT,
  ""Matches"" TEXT,
  ""Wins"" TEXT,
  ""Draws"" TEXT,
  ""Losses"" TEXT
);","SELECT ""Name"" FROM 2-1092723-5 WHERE ""Wins"" < 3 AND ""Matches"" < 15",2-1092723-5
Who scored the lowest with 8 gold medals and less than 4 silver medals?,"CREATE TABLE 2-16668717-1 (
  ""Rank"" TEXT,
  ""Nation"" TEXT,
  ""Gold"" TEXT,
  ""Silver"" TEXT,
  ""Bronze"" TEXT,
  ""Total"" TEXT
);","SELECT MIN(""Total"") FROM 2-16668717-1 WHERE ""Gold"" = 8 AND ""Silver"" < 4",2-16668717-1
Tell me the total number of grid for laps of 52,"CREATE TABLE 2-1123154-2 (
  ""Driver"" TEXT,
  ""Constructor"" TEXT,
  ""Laps"" TEXT,
  ""Time_Retired"" TEXT,
  ""Grid"" TEXT
);","SELECT COUNT(""Grid"") FROM 2-1123154-2 WHERE ""Laps"" = 52",2-1123154-2
What is the lowest number of silver medals for a nation with fewer than 1 total medals?,"CREATE TABLE 2-14890430-2 (
  ""Rank"" TEXT,
  ""Nation"" TEXT,
  ""Gold"" TEXT,
  ""Silver"" TEXT,
  ""Bronze"" TEXT,
  ""Total"" TEXT
);","SELECT MIN(""Silver"") FROM 2-14890430-2 WHERE ""Total"" < 1",2-14890430-2
What are all the name(namesakes) for the entire chart?,"CREATE TABLE 1-29860752-11 (
  ""Name__Namesake_"" TEXT,
  ""Builder_Dimensions_Displacement__Hull_Speed_Complement"" TEXT,
  ""Machinery_Boiler__Bunkers_Engines_Armament"" TEXT,
  ""Ordered_Laid_down_Launched_Trials"" TEXT,
  ""Commissioned_Decommissioned_Afterward"" TEXT
);","SELECT ""Name__Namesake_"" FROM 1-29860752-11",1-29860752-11
"What is Number of Contestants, when Cycle is 4?","CREATE TABLE 2-16805656-1 (
  ""Cycle"" TEXT,
  ""Premiere_date"" TEXT,
  ""Winner"" TEXT,
  ""Runner_up"" TEXT,
  ""Number_of_contestants"" TEXT,
  ""International_Destinations"" TEXT
);","SELECT ""Number_of_contestants"" FROM 2-16805656-1 WHERE ""Cycle"" = 4",2-16805656-1
Name the max bike number of position for 30,"CREATE TABLE 1-17176509-4 (
  ""Position"" TEXT,
  ""Driver___Passenger"" TEXT,
  ""Equipment"" TEXT,
  ""Bike_No"" TEXT,
  ""Points"" TEXT
);","SELECT MAX(""Bike_No"") FROM 1-17176509-4 WHERE ""Position"" = 30",1-17176509-4
Which result is older than 2007?,"CREATE TABLE 2-1239315-2 (
  ""Year"" TEXT,
  ""Artist"" TEXT,
  ""Album___Song"" TEXT,
  ""Award"" TEXT,
  ""Result___Category"" TEXT
);","SELECT ""Result___Category"" FROM 2-1239315-2 WHERE ""Year"" < 2007",2-1239315-2
"What is the average draws with more than 1 win, 14 losses, and against less than 1836?","CREATE TABLE 2-1552908-19 (
  ""Ballarat_FL"" TEXT,
  ""Wins"" TEXT,
  ""Byes"" TEXT,
  ""Losses"" TEXT,
  ""Draws"" TEXT,
  ""Against"" TEXT
);","SELECT AVG(""Draws"") FROM 2-1552908-19 WHERE ""Wins"" > 1 AND ""Losses"" = 14 AND ""Against"" < 1836",2-1552908-19
What is the highest rank for the country with 6 2nd runner ups?,"CREATE TABLE 1-150340-3 (
  ""Rank"" TEXT,
  ""Country"" TEXT,
  ""Miss_Universe"" TEXT,
  ""_1st_Runner_up"" TEXT,
  ""_2nd_Runner_up"" TEXT,
  ""_3rd_Runner_up"" TEXT,
  ""_4th_Runner_up"" TEXT,
  ""Semifinalists"" TEXT,
  ""Total"" TEXT
);","SELECT MAX(""Rank"") FROM 1-150340-3 WHERE ""_2nd_Runner_up"" = 6",1-150340-3
When 14 is the match number how many usa teams are there?,"CREATE TABLE 1-19072602-3 (
  ""Match_no_"" TEXT,
  ""Match_Type"" TEXT,
  ""Team_Europe"" TEXT,
  ""Score"" TEXT,
  ""Team_USA"" TEXT,
  ""Progressive_Total"" TEXT
);","SELECT COUNT(""Team_USA"") FROM 1-19072602-3 WHERE ""Match_no_"" = 14",1-19072602-3
"What is the third entry in the row with a first entry of ""club""?","CREATE TABLE 1-12792876-2 (
  ""Club"" TEXT,
  ""Played"" TEXT,
  ""Won"" TEXT,
  ""Drawn"" TEXT,
  ""Lost"" TEXT,
  ""Points_for"" TEXT,
  ""Points_against"" TEXT,
  ""Tries_for"" TEXT,
  ""Tries_against"" TEXT,
  ""Try_bonus"" TEXT,
  ""Losing_bonus"" TEXT,
  ""Points"" TEXT
);","SELECT ""Won"" FROM 1-12792876-2 WHERE ""Club"" = ""Club""",1-12792876-2
How many marks are there when tackles are 3?,"CREATE TABLE 1-2814720-1 (
  ""Year"" TEXT,
  ""Team"" TEXT,
  ""Number"" TEXT,
  ""Games"" TEXT,
  ""Kicks"" TEXT,
  ""Handballs"" TEXT,
  ""Total_Disposals"" TEXT,
  ""Marks"" TEXT,
  ""Tackles"" TEXT,
  ""Goals"" TEXT,
  ""Behinds"" TEXT,
  ""Goal_Accuracy__"" TEXT,
  ""Brownlow_Medal_Votes"" TEXT
);","SELECT ""Marks"" FROM 1-2814720-1 WHERE ""Tackles"" = 3",1-2814720-1
"WHAT ARE THE HIGHEST POINTS WITH GOALS LARGER THAN 48, WINS LESS THAN 19, GOALS AGAINST SMALLER THAN 44, DRAWS LARGER THAN 5?","CREATE TABLE 2-17740819-2 (
  ""Position"" TEXT,
  ""Club"" TEXT,
  ""Played"" TEXT,
  ""Points"" TEXT,
  ""Wins"" TEXT,
  ""Draws"" TEXT,
  ""Losses"" TEXT,
  ""Goals_for"" TEXT,
  ""Goals_against"" TEXT,
  ""Goal_Difference"" TEXT
);","SELECT MAX(""Points"") FROM 2-17740819-2 WHERE ""Goals_for"" > 48 AND ""Wins"" < 19 AND ""Goals_against"" < 44 AND ""Draws"" > 5",2-17740819-2
What's the smallest episode number of an episode whose number in the series is 22?,"CREATE TABLE 1-13336122-3 (
  ""No__in_series"" TEXT,
  ""No__in_season"" TEXT,
  ""Title"" TEXT,
  ""Directed_by"" TEXT,
  ""Written_by"" TEXT,
  ""Original_air_date"" TEXT
);","SELECT MIN(""No__in_season"") FROM 1-13336122-3 WHERE ""No__in_series"" = 22",1-13336122-3
How much is the highest number in 2006 with fewer than 0 in 2002?,"CREATE TABLE 2-15443723-1 (
  ""Country"" TEXT,
  ""_1997"" TEXT,
  ""_1998"" TEXT,
  ""_1999"" TEXT,
  ""_2000"" TEXT,
  ""_2001"" TEXT,
  ""_2002"" TEXT,
  ""_2003"" TEXT,
  ""_2004"" TEXT,
  ""_2005"" TEXT,
  ""_2006"" TEXT,
  ""_2007"" TEXT,
  ""_2008"" TEXT,
  ""_2009"" TEXT,
  ""_2010"" TEXT,
  ""_2011"" TEXT,
  ""_2012"" TEXT,
  ""Total"" TEXT
);","SELECT MAX(""_2006"") FROM 2-15443723-1 WHERE ""_2002"" < 0",2-15443723-1
What is the highest no. in season?,"CREATE TABLE 1-10701133-1 (
  ""No__in_series"" TEXT,
  ""No__in_season"" TEXT,
  ""Title"" TEXT,
  ""Directed_by"" TEXT,
  ""Written_by"" TEXT,
  ""Featured_character_s_"" TEXT,
  ""Original_air_date"" TEXT,
  ""U_S__viewers__million_"" TEXT
);","SELECT MAX(""No__in_season"") FROM 1-10701133-1",1-10701133-1
"Can you tell me the highest Played that has the Points larger than 11, and the Lost larger than 7?","CREATE TABLE 2-16566850-13 (
  ""Position"" TEXT,
  ""Name"" TEXT,
  ""Played"" TEXT,
  ""Drawn"" TEXT,
  ""Lost"" TEXT,
  ""Points"" TEXT
);","SELECT MAX(""Played"") FROM 2-16566850-13 WHERE ""Points"" > 11 AND ""Lost"" > 7",2-16566850-13
What was the position of the teams before 1973?,"CREATE TABLE 2-1233829-1 (
  ""Year"" TEXT,
  ""Team"" TEXT,
  ""Class"" TEXT,
  ""Laps"" TEXT,
  ""Pos_"" TEXT
);","SELECT ""Pos_"" FROM 2-1233829-1 WHERE ""Year"" < 1973",2-1233829-1
Name the total number of start when finish is less than 4,"CREATE TABLE 2-1314336-2 (
  ""Year"" TEXT,
  ""Manufacturer"" TEXT,
  ""Start"" TEXT,
  ""Finish"" TEXT,
  ""Team"" TEXT
);","SELECT COUNT(""Start"") FROM 2-1314336-2 WHERE ""Finish"" < 4",2-1314336-2
what is the highest drawn when played is more than 14?,"CREATE TABLE 2-16566850-28 (
  ""Position"" TEXT,
  ""Name"" TEXT,
  ""Played"" TEXT,
  ""Drawn"" TEXT,
  ""Lost"" TEXT,
  ""Points"" TEXT
);","SELECT MAX(""Drawn"") FROM 2-16566850-28 WHERE ""Played"" > 14",2-16566850-28
"What is the lowest silver that has a bronze greater than 1, a gold less than 2, and a total less than 2?","CREATE TABLE 2-15807776-2 (
  ""Rank"" TEXT,
  ""Nation"" TEXT,
  ""Gold"" TEXT,
  ""Silver"" TEXT,
  ""Bronze"" TEXT,
  ""Total"" TEXT
);","SELECT MIN(""Silver"") FROM 2-15807776-2 WHERE ""Bronze"" > 1 AND ""Gold"" < 2 AND ""Total"" < 2",2-15807776-2
 how many numer of jamaicans granted british citizenship with naturalisation  by marriage being 1060,"CREATE TABLE 1-11214212-1 (
  ""Year"" TEXT,
  ""Numer_of_Jamaicans_granted_British_citizenship"" TEXT,
  ""Naturalisation_by_residence"" TEXT,
  ""Naturalisation_by_marriage"" TEXT,
  ""Registration_of_a_minor_child"" TEXT,
  ""Registration_by_other_means"" TEXT
);","SELECT COUNT(""Numer_of_Jamaicans_granted_British_citizenship"") FROM 1-11214212-1 WHERE ""Naturalisation_by_marriage"" = 1060",1-11214212-1
Which Record has a Game of 61?,"CREATE TABLE 2-17058116-8 (
  ""Game"" TEXT,
  ""Date"" TEXT,
  ""Team"" TEXT,
  ""Score"" TEXT,
  ""High_points"" TEXT,
  ""High_rebounds"" TEXT,
  ""Location_Attendance"" TEXT,
  ""Record"" TEXT
);","SELECT ""Record"" FROM 2-17058116-8 WHERE ""Game"" = 61",2-17058116-8
"What is the smallest rank when there are fewer than 1 silver, 4 golds and less than 0 bronze?","CREATE TABLE 2-17455745-1 (
  ""Rank"" TEXT,
  ""Gold"" TEXT,
  ""Silver"" TEXT,
  ""Bronze"" TEXT,
  ""Total"" TEXT
);","SELECT MIN(""Rank"") FROM 2-17455745-1 WHERE ""Silver"" < 1 AND ""Gold"" = 4 AND ""Bronze"" < 0",2-17455745-1
What is the highest number of top-25s for events with 0 wins?,"CREATE TABLE 2-1551537-3 (
  ""Tournament"" TEXT,
  ""Wins"" TEXT,
  ""Top_5"" TEXT,
  ""Top_25"" TEXT,
  ""Events"" TEXT,
  ""Cuts_made"" TEXT
);","SELECT MAX(""Top_25"") FROM 2-1551537-3 WHERE ""Wins"" < 0",2-1551537-3
What is the highest 2nd in (m) that has a Rank more than 2 and Points more than 249.3,"CREATE TABLE 2-14407512-17 (
  ""Rank"" TEXT,
  ""Name"" TEXT,
  ""Nationality"" TEXT,
  ""_1st__m_"" TEXT,
  ""_2nd__m_"" TEXT,
  ""Points"" TEXT,
  ""Overall_WC_points__Rank_"" TEXT
);","SELECT MAX(""_2nd__m_"") FROM 2-14407512-17 WHERE ""Rank"" > 2 AND ""Points"" > 249.3",2-14407512-17
What was the highest percentage of internet users a nation with a 1622% growth in 2000-2008 had?,"CREATE TABLE 2-10733530-3 (
  ""Nation"" TEXT,
  ""Population__thousands_"" TEXT,
  ""Internet_subscriptions__2000___thousands_of_users_"" TEXT,
  ""Internet_subscriptions__2008___thousands_of_users_"" TEXT,
  ""__growth__2000_2008_"" TEXT,
  ""__Internet_users"" TEXT
);","SELECT MAX(""__Internet_users"") FROM 2-10733530-3 WHERE ""__growth__2000_2008_"" = 1622",2-10733530-3
Name the least wins,"CREATE TABLE 1-14911550-1 (
  ""Position"" TEXT,
  ""Team"" TEXT,
  ""Played"" TEXT,
  ""Wins"" TEXT,
  ""Draws"" TEXT,
  ""Losses"" TEXT,
  ""Scored"" TEXT,
  ""Conceded"" TEXT,
  ""Points"" TEXT
);","SELECT MIN(""Wins"") FROM 1-14911550-1",1-14911550-1
What is the total difference for teams that played less than 6 games?,"CREATE TABLE 2-10637415-3 (
  ""Club"" TEXT,
  ""Played"" TEXT,
  ""Lost"" TEXT,
  ""Drawn"" TEXT,
  ""Against"" TEXT,
  ""Diff_"" TEXT,
  ""Points"" TEXT
);","SELECT SUM(""Diff_"") FROM 2-10637415-3 WHERE ""Played"" < 6",2-10637415-3
What is the original air date of the episode with 908000 viewers?,"CREATE TABLE 1-27547668-2 (
  ""_"" TEXT,
  ""Title"" TEXT,
  ""Directed_by"" TEXT,
  ""Written_by"" TEXT,
  ""Viewers"" TEXT,
  ""Original_airdate"" TEXT,
  ""Prod__code"" TEXT
);","SELECT ""Original_airdate"" FROM 1-27547668-2 WHERE ""Viewers"" = 908000",1-27547668-2
"How many losses are there with 5 goal differences, drew more than 10 times, and 43 goals against?","CREATE TABLE 2-12193971-2 (
  ""Position"" TEXT,
  ""Club"" TEXT,
  ""Played"" TEXT,
  ""Points"" TEXT,
  ""Wins"" TEXT,
  ""Draws"" TEXT,
  ""Losses"" TEXT,
  ""Goals_for"" TEXT,
  ""Goals_against"" TEXT,
  ""Goal_Difference"" TEXT
);","SELECT COUNT(""Losses"") FROM 2-12193971-2 WHERE ""Goal_Difference"" = 5 AND ""Draws"" > 10 AND ""Goals_against"" = 43",2-12193971-2
